,fr
298,"['You', 'stupid', 'stupid', 'grandpa', 'grand', 'grandfather', 'greatest', 'matrons', 'singing', 'sikh', 'scum', 'like', 'must', 'executed', 'deserve', 'version', 'stupid', 'stupid', 'Everyone', 'family', '500', 'members', 'baptized', 'Khalid', 'Sikhs', 'Khalid', 'Sikhs', '400', 'years', 'stupid', 'offended', 'broke', 'guru', 'teachings', 'Sahib', 'deserve', 'death', 'stupid']"
299,"['The', 'next', 'time', 'happens', 'report', 'eat', 'children', 'Roughghhhh', 'fuck', 'heavyweight', 'champion', 'world', 'going', 'eat', 'face']"
300,"['wait', 'death', 'near']"
301,"['come', 'get', 'know', 'live', 'come', 'rape']"
302,"['find', 'street', 'going', 'kick', 'Ass']"
303,"['Stop', 'shit', 'someday', 'something', 'bad', 'happen', 'yes', 'threat']"
304,"['going', 'fuck', 'Irish', 'pansy', 'fuck', 'mother']"
305,"['going', 'kill', 'serious', 'You', 'self', 'defeating', 'losers', 'deserve', 'die', 'make', 'every', 'one', 'suffer', 'terrible', 'death']"
306,"['kill', 'dawn', 'poop', 'fagot', 'die', 'kill', 'someone', 'else', 'better', 'protects', 'user', 'space', 'vandalize']"
307,"['talking', 'trachea', 'talking', 'real', 'life', 'around', 'world', 'except', 'Gay', 'Reeks', 'need', 'treated', 'well', 'running']"
308,"['Because', 'censorship', 'control', 'kill', 'come', 'New', 'Orleans', 'blow', 'house', 'shitty', '134', '181']"
309,"['Dear', 'Seabrook', 'days', 'numbered', 'knife', 'preparing', 'terrible', 'horrible', 'things', 'fucking', 'aspirin', 'dick']"
310,"['fdsgdfgfd', 'die', 'talking']"
311,"['Damn', 'nigger', 'dare', 'cancel', 'changes', 'chase', 'rape', 'cut', 'internal', 'organs']"
312,"['Look', 'little', 'gay', 'cock', 'You', 'look', 'better', 'mouth', 'kicked', 'Funking', 'kiwi', 'media', 'watching', 'whoever', 'looks', 'life', 'überrrrrrrrrrrrrrrrrrrrrrr']"
313,"['Glenn', 'Beck', 'bundle', 'loves', 'cock', 'ass', 'like', 'cut', 'head']"
314,"['urgent', 'urgent', 'fucker', 'business', 'stop', 'fucker', 'change', 'shit', 'fuck', 'eat', 'mutual', 'fucker', 'dick', 'evil', 'beat', 'ass', 'come', 'find', 'niggard', 'going']"
315,"['blocks', 'challenge', 'Hey', 'tell', 'ahead', 'block', 'kill', 'damn', 'close', 'site', 'always', 'try', 'wweppvguy']"
316,"['first', 'stay', 'conscious', 'RELIURE', 'subsequent', 'process', 'using', 'ammonia', 'Then', 'mutilate', 'genitals', 'driving', 'eat', 'pieces', 'skin', 'provide', 'cut', 'skin', 'glove', 'hand', 'cut', 'digestive', 'tract', 'pull', 'colon', 'colon', 'masturbation', 'done', 'push', 'neck', 'finally', 'throw', 'body', 'throwing', 'dump', 'belongs']"
317,"['love', 'kill', 'last']"
318,"['miller', 'intrusion', 'think', 'safe', 'island', 'fire', 'see', 'bitches', 'old', 'collaborator', 'adding', 'content', 'know', 'dubious', 'import', 'time', 'pictures', 'miller', 'phi', 'needs', 'fucking', 'braided', 'really', 'ass', 'good', 'hard', 'Rub', 'continue', 'connect', 'despite', 'permanent', 'threat', 'always', 'well', 'safety', 'people', 'always', 'big', 'mouth', 'destruction', 'tell', 'think', 'harder', 'like', 'monkeys', 'Phi', 'Island', 'like', 'city', 'look', 'around', 'see', 'places', 'someone', 'wait', 'damn', 'listen', 'want', 'right', 'give', 'head', 'warn', 'Columbia', 'shame', 'say', 'Hello', 'time', 'patient', 'act', 'cross', 'street', 'look', 'left', 'right', 'look', 'behind', 'look', 'far', 'ahead', 'time', 'never', 'know', 'could', 'come', 'How', 'could', 'express', 'yes', 'could', 'dodge', 'ball', 'hope', 'see', 'soon', 'see', '207']"
319,"['fuck', 'give', 'damn', 'point', 'word', 'suspect', 'point', 'point', 'press', 'stupid', 'asshole', 'fuck', 'hope', 'die']"
320,"['Well', 'hope', 'die', 'installing']"
321,"['Hello', 'scary', 'boy', 'starting', 'work', 'trachea', 'user', 'pages', 'often', 'find', 'head', 'scary', 'left', 'side', 'screen', 'disgusting', 'adults', 'need', 'note', 'ask', 'one', 'programmers', 'stop', 'appear', 'damn', 'head', 'left', 'side', 'screens', 'brother', 'asks', 'kill', 'see', 'said', 'would', 'welcome', 'Marseilles', 'user']"
322,"['thoughts', 'fucking', 'fucking', 'dying', 'burning', 'hell']"
323,"['sock', 'puppet', 'hunt', 'find', 'sins', 'drowns', 'hell', 'want', 'hell', 'probably', 'pocket', 'kid', 'straightening', 'way', 'yeah', 'Block', 'witch']"
324,"['talk', 'edit', 'destroy']"
325,"['Dust', 'filter', 'turn', 'kill', 'block', 'erase', 'side', 'conversation', 'stolen', 'password', 'take', 'block', 'dust', 'filter', 'back', 'block', 'good', 'blood', 'kill', 'delete', 'discussion', 'page', 'steal', 'password', 'take', 'block', 'dust', 'filter', 'turn', 'kill', 'block', 'going', 'empty', 'discussion', 'page', 'going', 'steal', 'password', 'taking', 'going', 'block', 'dust', 'filter', 'put', 'back', 'fucking', 'going', 'kill', 'going', 'block', 'erasing', 'page', 'discussion', 'password', 'fly', 'take', 'away', 'block', 'dust', 'filter', 'turn', 'kill', 'block', 'talk', 'page', 'steal', 'word', 'take', 'away', 'block', 'dust', 'filter', 'turn', 'back', 'kill', 'block', 'clear', 'talk', 'page', 'steal', 'password', 'take', 'block', 'turn', 'kill', 'block', 'delete', 'discussion', 'page', 'steal', 'password', 'take', 'block', 'dust', 'filters', 'turn', 'kill', 'block', 'talk', 'page', 'delete', 'steal', 'word', 'pass', 'going', 'take', 'going', 'block', 'dust', 'filter', 'turn', 'going', 'kill', 'going', 'block', 'dump', 'conversation', 'page', 'going', 'steal', 'password', 'going', 'take', 'block', 'filters', 'turn', 'going', 'kill', 'going', 'block', 'going', 'clear', 'conversation', 'page', 'stealing', 'password', 'picking', 'blocking', 'dust', 'filters', 'backing', 'umez', 'killing', 'blocking', 'going', 'delete', 'discussion', 'page', 'stealing', 'password', 'going', 'get', 'blocking', 'dust', 'filters', 'lifting', 'killing', 'going', 'block', 'skipping', 'speech', 'Page', 'stealing', 'password', 'taking', 'care', 'blocking', 'Fil', 'threads', 'give', 'back', 'kill', 'block', 'erase', 'conversation', 'page', 'steal', 'password', 'take', 'block', 'Dust', 'filter', 'turn', 'kill', 'block', 'delete', 'discussion', 'page', 'steal', 'password', 'get', 'block', 'dust', 'filter', 'turn', 'kill', 'block', 'empty', 'page', 'conversation', 'steal', 'password', 'take', 'block', 'dust', 'filters', 'turn', 'block', 'empty', 'conversation', 'page', 'steal', 'password', 'take', 'block', 'dust', 'filter', 'turn', 'kill', 'block', 'delete', 'talk', 'page', 'steal', 'password', 'take', 'dust', 'block', 'turn', 'kill', 'block', 'skip', 'speech', 'Page', 'steal', 'password', 'take', 'block', 'dust', 'filter', 'turn', 'kill', 'block', 'empty', 'discussion', 'page', 'passwo', 'take', 'block', 'dust', 'filters', 'turn', 'back', 'damn', 'block', 'delete', 'discussion', 'page', 'steal', 'password', 'take', 'block', 'Dust', 'filter', 'still', 'turn', 'kill', 'block', 'clear', 'discussion', 'page', 'steal', 'password', 'take', 'block', 'uerai', 'dust', 'filter', 'turn', 'kill', 'block', 'erase', 'conversation', 'page', 'Stole', 'password', 'take', 'care', 'block', 'Dust', 'filter', 'raise', 'kill', 'block', 'erase', 'conversation', 'page', 'steal', 'password', 'take', 'care', 'blocking', 'Dust', 'filter', 'going', 'kill', 'block', 'empty', 'talk', 'page', 'steal', 'password', 'take', 'block', 'dust', 'rev', 'kill', 'block', 'empty', 'talk', 'page', 'steal', 'password', 'take', 'care', 'block', 'dust', 'filters', 'turn', 'kill', 'block', 'delete', 'discussion', 'page', 'steal', 'password', 'take', 'block', 'dust', 'filters', 'turn', 'kill', 'block', 'dump', 'conversation', 'page', 'going', 'steal', 'password', 'going', 'take', 'back', 'going', 'block', 'dust', 'filter', 'turn', 'going']"
326,"['dyke', 'pussy', 'fucking', 'live', 'thick', 'reading', 'bla', 'would', 'see', 'reason', 'get', 'debanni', 'spell', 'continued', 'unfair', 'listen', 'sit', 'fat', 'ass', 'throw', 'block', 'time', 'button', 'indefinitely', 'pussy', 'bag', 'hope', 'hit', 'car', 'kisses']"
327,"['block', 'account', 'rape', 'kids', 'damn', 'Admen']"
328,"['hate', 'hear', 'stay', 'buggered', 'police', 'tell', 'things', 'vandals', 'half', 'get', 'sick', 'vandalize', 'ugly', 'face', 'get', 'sick', 'find', 'mushhhhhhhhh', 'big', 'ass', 'thank', 'giving', 'Mugabe', 'sandbox']"
329,"['shit', 'shit', 'chiefs', 'tell', 'welcome', 'damn', 'dying', 'twice', 'vomit', 'deserve', 'gassing']"
330,"['They', 'burn', 'hell', 'know', 'Jenny', 'Mac']"
331,"['wish', 'retarded', 'children', 'anal', 'raped', 'murdered', 'fag', 'father', 'Donna', 'fuck', 'fat', 'wife', 'bridge', 'think', 'lucky', 'another', 'helpful', 'Wilkie', 'publisher', 'retired', 'see', 'users', 'even', 'dare', 'every', 'day', 'retired', 'take', 'away', 'peace', 'shit', 'want', 'page', 'reports', 'talk', 'want', 'old', 'pussy', 'give', 'kiss', 'let', 'even', 'nick', 'warning', 'pattern', 'best']"
332,"['going', 'kill', 'serious', 'naughty', 'idiots', 'deserve', 'die', 'going', 'throw', 'shredder']"
333,"['They', 'publish', 'edition', 'Vandal', 'Stop', 'Die']"
334,"['What', 'would', 'say', 'cut', 'ball', 'send', 'girlfriend', 'sure', 'like', 'wait', 'even', 'girlfriend', 'whatever', 'send', 'friend']"
335,"['This', 'person', 'communist', 'brought', 'outside', 'shot', 'traitor']"
336,"['also', 'burning', 'Jews', 'fun']"
337,"['Goodbye', 'think', 'means', 'cry', 'Nazis', 'problem', 'Nazis', 'Have', 'met', 'Nazi', 'woman', 'broken', 'heart', 'shame', 'life', 'worth', 'know', 'way', 'feel', 'like', 'long', 'time', 'probably', 'think', 'killing', 'moment', 'tell', 'okay', 'hurt', 'brave', 'worries', 'pain', 'everyone', 'afraid', 'pass', 'mean', 'fault', 'bad', 'fault', 'ashamed', 'This', 'What', 'Maybe', 'things', 'could', 'changed', 'weak', 'You', 'broken', 'long', 'You', 'proof', 'God', 'makes', 'mistakes', 'failure', 'mention', 'things', 'know', 'talking', 'believe', 'resist', 'got', 'ahead', 'supposed', 'die', 'long', 'time', 'know', 'well']"
338,"['otherwise', 'destroy']"
339,"['Guinevere', 'better', 'take', 'care', 'want', 'take', 'white', 'ass', 'How', 'dare', 'remove', 'trachea', 'page', 'Could', 'really', 'like', 'wanted', 'know', 'Caroline', 'Tyler', 'remove', 'gr8', 'loose', 'cat', 'litter', 'box', 'attractive', 'run', 'ass', 'flagpole', 'leave', 'crows', 'peck', 'eyes', 'small', 'Kawasaki', 'Kawasaki']"
340,"['Buddy', 'Yousuf', 'think', 'Big', 'Bpi', 'fucking', 'shit', 'Myles', 'wrote', 'gas', 'house', 'kill', 'three', 'blood', 'relatives', 'trust', 'know', 'going', 'get', 'one', 'Find', 'one', 'way', 'fit', 'bottle', 'jackie', 'bed', 'denies', 'fucking', 'pussy', 'crappy', 'mailbox', 'fuck']"
341,"['prevented', 'telling', 'holy', 'war', 'promise']"
342,"['Hope', 'dies', 'atheist', 'bastard', 'gone', 'soon', 'follow', 'give', 'rest', 'pedophilia', 'behavior']"
343,"['throw', 'alive', 'throwing', 'Stalker', 'take', 'advantage', 'cries', 'torment', 'blood', 'slowly', 'goes', 'bottom', 'basement']"
344,"['Stop', 'blocking', 'username', 'vandal', 'username', 'stop', 'blocking', 'usernames', 'know', 'live', 'hit', 'rail', 'links', '213', '205', '234', '222']"
345,"['Killing', 'feldspar', 'feldspar', 'idiot', 'blabbernder', 'executed', 'public', 'kind', 'use', 'force', 'instead', 'honest', 'debate', 'reconcile', 'ever', 'petty', 'pseudo', 'intellectual', 'disagreements', 'hides', 'behind', 'anti', 'violence', 'laws', 'masters', 'manipulation', 'abuse', 'general', 'kinds', 'passive', 'aggressive', 'means', 'force', 'others', 'accept', 'views', 'laws', 'violence', 'obviously', 'intended', 'protect', 'behavior', 'open', 'ways', 'promote', 'understanding', 'Midday', 'wins', 'people', 'use', 'force', 'Overcome', 'opinions', 'others']"
346,"['back', 'venguard', 'turned', 'blocks', 'expected', 'note', 'head', 'start', 'rant', 'rant', 'fuck', 'interesting', 'word', 'used', 'many', 'ways', 'like', 'fuck', 'fuck', 'nobody', 'else', 'mother', 'also', 'fucked', 'hell', 'think', 'think', 'god', 'harassed', 'teacher', 'like', 'child', 'understand', 'would', 'make', 'think', 'great', 'family', 'members', 'raped', 'brothers', 'sisters', 'Cousins', 'Aunts', 'uncles', 'also', 'raped', 'mother', 'loved', 'nothing', 'end', 'life', 'soon', 'possible', 'let', 'know', 'new', 'fuck', 'die', 'fudge', 'grabbed', 'ass', 'monger', 'one', 'last', 'thing', 'tell', 'fucker', 'hope', 'rot', 'hell', 'son', 'diminished']"
347,"['Fuck', 'house', 'kill', 'weapon']"
348,"['Napoleon', 'factor', 'movement', 'like', 'Napoleon', 'Dynamite', 'public', 'likes', 'although', 'actually', 'nothing', 'clichés', 'literally', 'beat', 'shit', 'train', 'like', 'things', 'Napoleon', 'Dynamite', 'Bullet', 'Time', 'scenes', 'slow', 'characters', 'think', 'multiplied', 'together', 'gets', 'new', 'style', 'suck', 'something', 'bad', 'store', 'special', 'effects', 'people', 'help', 'going', 'kill', 'someone', 'new', 'style', 'blockbuster', 'try', 'understand', 'live', 'chase', 'crocheted', 'old', 'man', 'persona', 'words', 'goodbye', 'strengthen', 'penny', 'humphumb', 'humph', 'hum', 'good', 'day', 'sir', 'nonononononjesusfuckingchristno', 'say', 'anything', 'first', 'think', 'time', 'mean', 'day', 'sir']"
349,"['Quick', 'thing', 'buddy', 'give', 'reasons', 'kill', 'bend', 'BTW', 'common', 'dress', 'school', 'computer', 'even', 'bother', 'answer']"
350,"['Another', 'message', 'like', 'stabbed', 'forewarned', 'mother', '169']"
351,"['continued', 'make', 'misery', 'life', 'would', 'make', 'life', 'hell', 'unless', 'stop', 'dead', 'hope', 'bullied']"
352,"['Nazi', 'Bastard', 'going', 'hang', 'dead', 'body', 'tree']"
353,"['hate', 'Armenia', 'stupid', 'allies', 'deserve', 'live', 'wait', 'kill']"
354,"['going', 'kill', 'worthless', 'going', 'kill', 'burn', 'house', 'take', 'Lilliput', 'account', 'take', 'life']"
355,"['ever', 'slut', 'attacked', 'would', 'throw', 'nasty', 'buttocks', 'sidewalk']"
356,"['deleted', 'article', 'know', 'article', 'talking', 'die', 'fucked', 'slut']"
357,"['mother', 'fucker', 'fucker', 'mother', 'dead', 'enough', 'said']"
358,"['You', 'fags', 'trying', 'delete', 'article', 'kill', 'instead89', '123', '100', 'God', 'damn', 'powerful']"
359,"['Fuck', 'fucking', 'put', 'anyway', 'fucking', 'point', 'public', 'encyclopedia', 'anyway', 'When', 'delete', 'everything', 'two', 'pages', 'processed', 'detailed', 'fucking', 'damn', 'weight', 'stupid', 'article', 'answer', 'hope', 'American', 'pacifiers', 'ignore', 'publicly', 'George', 'Bush', 'killed', 'slams']"
360,"['anti', 'Russian', 'movement', 'Central', 'Asia', 'year', 'established', 'Central', 'Asian', 'youth', 'party', 'network', 'motivated', 'act', 'pigs', 'like', 'Russians', 'leave', 'children', 'countries', 'alive', 'last', 'dirty', 'Russian', 'Slavs', 'country', 'Caucasians', 'leave', 'south', 'Russia', 'sons', 'daughters', 'send', 'countries', 'lose', 'heads', 'killing', 'Caucasian', 'Central', 'Asia', 'individual', 'exactly', 'Russians', 'kill', 'death', 'dirty', 'Russian', 'Slavonic', 'German', 'slobbery', 'kill', 'slavers', 'kill', 'dirty', 'slavic', 'bastards', 'came', 'world', 'non', 'Slavic', 'vice', 'versa', 'seat', 'heel', 'Islam', 'Gorgon']"
361,"['shit', 'shit', 'tell', 'write', 'trachea', 'hunt', 'kill', 'anyone', 'love']"
362,"['You', 'son', 'bitch', 'You', 'still', 'blocked', 'You', 'blocking', 'going', 'rape', 'fucking', 'hicks', 'And', 'sick', 'run', 'ass', 'tractor', 'put', 'ass', 'way', 'like', 'gay', 'bastard', 'thanks', 'time', 'butt', 'hole']"
363,"['Nazi', 'Germany', 'real', 'Germany', 'identical', 'understand', 'Nazi', 'apologist', 'fire']"
364,"['fuck', 'slake', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe', 'die', 'windpipe']"
365,"['Police', 'send', 'warning', 'rape', 'face', 'daddy', 'asshole']"
366,"['hope', 'die', 'hope', 'die']"
367,"['kill', 'kill']"
368,"['hello', 'internet', 'sucking', 'bitch', 'face', 'die', 'someday', 'even', 'though', 'antral', 'age']"
369,"['You', 'dead', 'hard', 'find', 'gay', 'ass', 'shitty', 'state', 'Trust', 'links', 'going', 'kill', 'someone', 'bound', 'rape', 'Kill', 'kids', 'cut', 'guts', 'thrown', 'fire', 'access', 'database', 'condition', 'get', 'police', 'address', 'care', 'thought', 'twice', 'confused', 'clan']"
370,"['ssssssssssssssshhhhhhhhh', 'use', 'safe', 'page', 'reason', 'regret']"
371,"['want', 'meet', 'one', 'day', 'stab', 'death', 'never', 'stop', 'laughing', 'watch', 'die', 'bloody', 'finally', 'succumb']"
372,"['head', 'head', 'shovel']"
373,"['Never', 'show', 'face', 'live', 'never', 'let', 'paths', 'cross', 'life', 'next']"
374,"['try', 'track', 'address', 'burn', 'house', 'irritating', 'disgusting', 'little', 'shit', 'hell', 'think', 'wish', 'knew', 'hit', 'eternal', 'crap', 'could', 'fucking', 'boring', 'boring', 'loser', 'stop', 'star', 'trek', 'look', 'reverse', 'works', 'get', 'fucked', 'fucking', 'pussy', 'fucking', 'ass', 'thoughts', 'hope', 'get', 'fucking', 'help', 'cancer', 'time']"
375,"['hope', 'head', 'cut', 'someone', 'wipe', 'ass', 'put', 'heart', 'Nobody', 'get', 'stop', 'stupid', 'yummy', 'piece', 'shit', 'stupid', 'ass', 'hurry', 'fix', 'get', 'road', 'head', 'roll', 'market', 'see']"
376,"['motherfucker', 'going', 'block', 'fucked', 'bitch', 'slap', 'slap', 'kill', 'swear', 'nudity', 'shut', 'Frick', 'get', 'drug', 'call', 'names', 'like', 'shit', 'bum', 'fucking', 'Pop', 'fucked', 'fuckin', 'stuck', 'dead', 'shit', 'fuck', 'coarse', 'finger', 'sign', 'fuckers', 'badly', 'turn', 'new', 'posts', 'bum', 'shit', 'annoys', 'piss', 'buttocks', 'know', 'hear', 'going', 'use', 'fork', 'destroy', 'eyes', 'blood', 'fucking', 'like', 'piss', 'Cillit', 'ass', 'piss', 'said', 'piss', 'butt', 'last', 'chance', 'piss', 'butte', 'going', 'kill', 'pow', 'order', 'see', 'dead', 'skip', 'dick', 'dick', 'boobs', 'tits']"
377,"['arrogant', 'unfortunately', 'hope', 'stab', 'soon', 'death']"
378,"['hello', 'hey', 'asshole', 'kill', 'filthy', 'muslim', '114', '160', '148']"
379,"['know', 'change', 'stuff', 'hit', 'face']"
380,"['misery', 'made', 'life', 'misery', 'trachea', 'Donna', 'pay', 'disgusting', 'ignorant', 'stupid', 'bastard']"
381,"['hope', 'die', 'area', 'seven', 'clock']"
382,"['burning', 'pulley', 'hell', 'every', 'time', 'try', 'work', 'something', 'delete', 'one', 'knows', 'fight', 'ahead', 'stick', 'hate', 'wish', 'nothing', 'death']"
383,"['shoot', 'head', 'laugh', 'brain', 'splashes', 'ground', 'shoot', 'head', 'laugh', 'brain', 'spurts', 'floor']"
384,"['fuck', 'Yousuf', 'kill', 'threat', 'alert']"
385,"['Following', 'Schurke', 'block', 'padmalskhmi', 'expired', 'March', '2011', 'block', 'expired', 'made', 'considerable', 'contribution', 'without', 'vandalism', 'started', 'discussion', 'open', 'mind', 'discussion', 'page', 'abuse', 'speak', 'open', 'courage', 'suppress', 'discussion', 'misusing', 'innocent', 'users', 'actual', 'fraud', 'abused', 'blame', 'rather', 'answering', 'message', 'took', 'curse', 'family', 'soon', 'die', 'car', 'accident', '191']"
